timestamp,tx_id,account_id,amount,currency
1718264727,TXID-10053,ACC-20003,1618.93,INR
1718264728,TXID-10054,ACC-20004,482.05,USD
1718264729,TXID-10055,ACC-20005,4424.11,INR
1718264730,TXID-10056,ACC-20006,4888.04,USD
1718264731,TXID-10057,ACC-20007,3103.57,INR
1718264732,TXID-10058,ACC-20008,800.22,USD
1718264733,TXID-10059,ACC-20009,2193.96,INR
1718264734,TXID-10060,ACC-20000,4947.75,USD
1718264735,TXID-10061,ACC-20001,4951.17,INR
1718264736,TXID-10062,ACC-20002,2339.56,USD
1718264737,TXID-10063,ACC-20003,2115.99,INR
1718264738,TXID-10064,ACC-20004,3462.16,USD
1718264739,TXID-10065,ACC-20005,634.67,INR
1718264740,TXID-10066,ACC-20006,1431.89,USD
1718264741,TXID-10067,ACC-20007,1234.21,INR
1718264742,TXID-10068,ACC-20008,2855.39,USD
1718264743,TXID-10069,ACC-20009,2602.75,INR
1718264744,TXID-10070,ACC-20000,1380.08,USD
1718264745,TXID-10071,ACC-20001,2631.54,INR
1718264746,TXID-10072,ACC-20002,2669.02,USD
1718264747,TXID-10073,ACC-20003,3195.25,INR
1718264748,TXID-10074,ACC-20004,4073.13,USD
1718264749,TXID-10075,ACC-20005,77.76,INR
1718264750,TXID-10076,ACC-20006,162.20,USD
1718264751,TXID-10077,ACC-20007,458.32,INR
1718264752,TXID-10078,ACC-20008,2244.81,USD
1718264753,TXID-10079,ACC-20009,1859.26,INR
1718264754,TXID-10080,ACC-20000,808.00,USD
1718264755,TXID-10081,ACC-20001,2303.97,INR
1718264756,TXID-10082,ACC-20002,1904.97,USD
1718264757,TXID-10083,ACC-20003,2659.14,INR
1718264758,TXID-10084,ACC-20004,143.80,USD
1718264759,TXID-10085,ACC-20005,3045.30,INR
1718264760,TXID-10086,ACC-20006,1608.16,USD
1718264761,TXID-10087,ACC-20007,3902.97,INR
1718264762,TXID-10088,ACC-20008,2098.30,USD
1718264763,TXID-10089,ACC-20009,814.39,INR
1718264764,TXID-10090,ACC-20000,4882.21,USD
1718264765,TXID-10091,ACC-20001,1056.20,INR
1718264766,TXID-10092,ACC-20002,929.61,USD
1718264767,TXID-10093,ACC-20003,3776.80,INR
1718264768,TXID-10094,ACC-20004,3610.28,USD
1718264769,TXID-10095,ACC-20005,410.44,INR
1718264770,TXID-10096,ACC-20006,4975.54,USD
1718264771,TXID-10097,ACC-20007,4354.98,INR
1718264772,TXID-10098,ACC-20008,2161.08,USD
1718264773,TXID-10099,ACC-20009,1132.87,INR
1718264774,TXID-10100,ACC-20000,3178.11,USD
1718264775,TXID-10101,ACC-20001,2226.73,INR
1718264776,TXID-10102,ACC-20002,4557.38,USD
1718264777,TXID-10103,ACC-20003,54.69,INR
1718264778,TXID-10104,ACC-20004,3294.55,USD
1718264779,TXID-10105,ACC-20005,190.50,INR
1718264780,TXID-10106,ACC-20006,1059.74,USD
1718264781,TXID-10107,ACC-20007,1259.12,INR
1718264782,TXID-10108,ACC-20008,2289.89,USD
1718264783,TXID-10109,ACC-20009,202.13,INR
1718264784,TXID-10110,ACC-20000,3124.76,USD
1718264785,TXID-10111,ACC-20001,4498.78,INR
1718264786,TXID-10112,ACC-20002,3715.08,USD
1718264787,TXID-10113,ACC-20003,4628.27,INR
1718264788,TXID-10114,ACC-20004,2186.95,USD
1718264789,TXID-10115,ACC-20005,1328.42,INR
1718264790,TXID-10116,ACC-20006,122.91,USD
1718264791,TXID-10117,ACC-20007,2166.65,INR
1718264792,TXID-10118,ACC-20008,3931.75,USD
1718264793,TXID-10119,ACC-20009,755.60,INR
1718264794,TXID-10120,ACC-20000,327.83,USD
1718264795,TXID-10121,ACC-20001,646.23,INR
1718264796,TXID-10122,ACC-20002,2606.72,USD
1718264797,TXID-10123,ACC-20003,792.31,INR
1718264798,TXID-10124,ACC-20004,3680.13,USD
1718264799,TXID-10125,ACC-20005,4877.93,INR
1718264800,TXID-10126,ACC-20006,3887.32,USD
1718264801,TXID-10127,ACC-20007,1697.43,INR
1718264802,TXID-10128,ACC-20008,2426.87,USD
1718264803,TXID-10129,ACC-20009,1046.02,INR
1718264804,TXID-10130,ACC-20000,2245.26,USD
1718264805,TXID-10131,ACC-20001,87.87,INR
1718264806,TXID-10132,ACC-20002,4021.00,USD
1718264807,TXID-10133,ACC-20003,481.84,INR
1718264808,TXID-10134,ACC-20004,4010.10,USD
1718264809,TXID-10135,ACC-20005,1060.65,INR
1718264810,TXID-10136,ACC-20006,4085.99,USD
1718264811,TXID-10137,ACC-20007,1460.45,INR
1718264812,TXID-10138,ACC-20008,1478.74,USD
1718264813,TXID-10139,ACC-20009,1854.43,INR
1718264814,TXID-10140,ACC-20000,3411.72,USD
1718264815,TXID-10141,ACC-20001,2757.64,INR
1718264816,TXID-10142,ACC-20002,3512.98,USD
1718264817,TXID-10143,ACC-20003,4802.45,INR
1718264818,TXID-10144,ACC-20004,3669.51,USD
1718264819,TXID-10145,ACC-20005,4841.89,INR
1718264820,TXID-10146,ACC-20006,2654.48,USD
1718264821,TXID-10147,ACC-20007,4826.88,INR
1718264822,TXID-10148,ACC-20008,3462.02,USD
1718264823,TXID-10149,ACC-20009,4048.03,INR
1718264824,TXID-10150,ACC-20000,775.16,USD
1718264825,TXID-10151,ACC-20001,4421.67,INR
1718264826,TXID-10152,ACC-20002,3805.40,USD
1718264827,TXID-10153,ACC-20003,4612.66,INR
1718264828,TXID-10154,ACC-20004,4286.01,USD
1718264829,TXID-10155,ACC-20005,529.10,INR
1718264830,TXID-10156,ACC-20006,2607.75,USD
1718264831,TXID-10157,ACC-20007,4696.42,INR
1718264832,TXID-10158,ACC-20008,3986.27,USD
1718264833,TXID-10159,ACC-20009,1200.79,INR
1718264834,TXID-10160,ACC-20000,1666.10,USD
1718264835,TXID-10161,ACC-20001,4019.78,INR
1718264836,TXID-10162,ACC-20002,2440.10,USD
1718264837,TXID-10163,ACC-20003,4516.91,INR
1718264838,TXID-10164,ACC-20004,2249.78,USD
1718264839,TXID-10165,ACC-20005,2422.16,INR
1718264840,TXID-10166,ACC-20006,1660.79,USD
1718264841,TXID-10167,ACC-20007,510.16,INR
1718264842,TXID-10168,ACC-20008,4219.71,USD
1718264843,TXID-10169,ACC-20009,1852.03,INR
1718264844,TXID-10170,ACC-20000,176.61,USD
1718264845,TXID-10171,ACC-20001,4184.64,INR
1718264846,TXID-10172,ACC-20002,3738.24,USD
1718264847,TXID-10173,ACC-20003,788.46,INR
1718264848,TXID-10174,ACC-20004,3690.40,USD
1718264849,TXID-10175,ACC-20005,4249.78,INR
1718264850,TXID-10176,ACC-20006,793.04,USD
1718264851,TXID-10177,ACC-20007,3743.84,INR
1718264852,TXID-10178,ACC-20008,4593.81,USD
1718264853,TXID-10179,ACC-20009,3778.06,INR
1718264854,TXID-10180,ACC-20000,2305.29,USD
1718264855,TXID-10181,ACC-20001,1515.90,INR
1718264856,TXID-10182,ACC-20002,2964.86,USD
1718264857,TXID-10183,ACC-20003,3898.31,INR
1718264858,TXID-10184,ACC-20004,1885.74,USD
1718264859,TXID-10185,ACC-20005,2123.64,INR
1718264860,TXID-10186,ACC-20006,1564.20,USD
1718264861,TXID-10187,ACC-20007,4474.37,INR
1718264862,TXID-10188,ACC-20008,3853.55,USD
1718264863,TXID-10189,ACC-20009,2088.85,INR
1718264864,TXID-10190,ACC-20000,3639.30,USD
1718264865,TXID-10191,ACC-20001,2885.86,INR
1718264866,TXID-10192,ACC-20002,192.41,USD
1718264867,TXID-10193,ACC-20003,759.14,INR
1718264868,TXID-10194,ACC-20004,560.84,USD
1718264869,TXID-10195,ACC-20005,91.69,INR
1718264870,TXID-10196,ACC-20006,1688.69,USD
1718264871,TXID-10197,ACC-20007,4211.71,INR
1718264872,TXID-10198,ACC-20008,774.85,USD
1718264873,TXID-10199,ACC-20009,3179.27,INR
1718264874,TXID-10200,ACC-20000,685.11,USD
1718264875,TXID-10201,ACC-20001,4640.25,INR
1718264876,TXID-10202,ACC-20002,2472.32,USD
1718264877,TXID-10203,ACC-20003,3495.78,INR
1718264878,TXID-10204,ACC-20004,272.41,USD
1718264879,TXID-10205,ACC-20005,4516.10,INR
1718264880,TXID-10206,ACC-20006,2572.07,USD
1718264881,TXID-10207,ACC-20007,4394.51,INR
1718264882,TXID-10208,ACC-20008,4261.78,USD
1718264883,TXID-10209,ACC-20009,3139.35,INR
1718264884,TXID-10210,ACC-20000,4214.19,USD
1718264885,TXID-10211,ACC-20001,1772.03,INR
1718264886,TXID-10212,ACC-20002,3121.93,USD
1718264887,TXID-10213,ACC-20003,2527.41,INR
1718264888,TXID-10214,ACC-20004,928.41,USD
1718264889,TXID-10215,ACC-20005,204.37,INR
1718264890,TXID-10216,ACC-20006,2877.32,USD
1718264891,TXID-10217,ACC-20007,1134.67,INR
1718264892,TXID-10218,ACC-20008,3088.64,USD
1718264893,TXID-10219,ACC-20009,838.30,INR
1718264894,TXID-10220,ACC-20000,1069.85,USD
1718264895,TXID-10221,ACC-20001,3289.65,INR
1718264896,TXID-10222,ACC-20002,1461.54,USD
1718264897,TXID-10223,ACC-20003,3524.13,INR
1718264898,TXID-10224,ACC-20004,2896.31,USD
1718264899,TXID-10225,ACC-20005,4551.50,INR
1718264900,TXID-10226,ACC-20006,3520.06,USD
1718264901,TXID-10227,ACC-20007,3408.95,INR
1718264902,TXID-10228,ACC-20008,27.91,USD
1718264903,TXID-10229,ACC-20009,4681.50,INR
1718264904,TXID-10230,ACC-20000,2992.42,USD
1718264905,TXID-10231,ACC-20001,4538.11,INR
1718264906,TXID-10232,ACC-20002,897.09,USD
1718264907,TXID-10233,ACC-20003,2220.83,INR
1718264908,TXID-10234,ACC-20004,3493.42,USD
1718264909,TXID-10235,ACC-20005,1114.05,INR
1718264910,TXID-10236,ACC-20006,1118.67,USD
1718264911,TXID-10237,ACC-20007,3212.59,INR
1718264912,TXID-10238,ACC-20008,4160.43,USD
1718264913,TXID-10239,ACC-20009,1264.07,INR
1718264914,TXID-10240,ACC-20000,1659.80,USD
1718264915,TXID-10241,ACC-20001,1868.42,INR
1718264916,TXID-10242,ACC-20002,714.16,USD
1718264917,TXID-10243,ACC-20003,833.33,INR
1718264918,TXID-10244,ACC-20004,1402.79,USD
1718264919,TXID-10245,ACC-20005,710.51,INR
1718264920,TXID-10246,ACC-20006,1691.34,USD
1718264921,TXID-10247,ACC-20007,1654.88,INR
1718264922,TXID-10248,ACC-20008,1384.49,USD
1718264923,TXID-10249,ACC-20009,3598.09,INR
1718264924,TXID-10250,ACC-20000,4721.64,USD
1718264925,TXID-10251,ACC-20001,1619.52,INR
1718264926,TXID-10252,ACC-20002,2351.08,USD
1718264927,TXID-10253,ACC-20003,4301.88,INR
1718264928,TXID-10254,ACC-20004,929.08,USD
1718264929,TXID-10255,ACC-20005,4251.54,INR
1718264930,TXID-10256,ACC-20006,2594.91,USD
1718264931,TXID-10257,ACC-20007,4629.26,INR
1718264932,TXID-10258,ACC-20008,2497.52,USD
1718264933,TXID-10259,ACC-20009,299.91,INR
1718264934,TXID-10260,ACC-20000,4131.67,USD
1718264935,TXID-10261,ACC-20001,668.48,INR
1718264936,TXID-10262,ACC-20002,3055.77,USD
1718264937,TXID-10263,ACC-20003,3743.61,INR
1718264938,TXID-10264,ACC-20004,3354.04,USD
1718264939,TXID-10265,ACC-20005,4302.34,INR
1718264940,TXID-10266,ACC-20006,3544.70,USD
1718264941,TXID-10267,ACC-20007,3176.36,INR
1718264942,TXID-10268,ACC-20008,2927.69,USD
1718264943,TXID-10269,ACC-20009,3597.51,INR
1718264944,TXID-10270,ACC-20000,2345.26,USD
1718264945,TXID-10271,ACC-20001,1548.93,INR
1718264946,TXID-10272,ACC-20002,32.71,USD
1718264947,TXID-10273,ACC-20003,3383.49,INR
1718264948,TXID-10274,ACC-20004,1563.83,USD
1718264949,TXID-10275,ACC-20005,1584.73,INR
1718264950,TXID-10276,ACC-20006,1680.86,USD
1718264951,TXID-10277,ACC-20007,4474.16,INR
1718264952,TXID-10278,ACC-20008,1127.21,USD
1718264953,TXID-10279,ACC-20009,3880.49,INR
1718264954,TXID-10280,ACC-20000,1992.38,USD
1718264955,TXID-10281,ACC-20001,2269.44,INR
1718264956,TXID-10282,ACC-20002,1812.42,USD
1718264957,TXID-10283,ACC-20003,2777.47,INR
1718264958,TXID-10284,ACC-20004,1505.06,USD
1718264959,TXID-10285,ACC-20005,3643.45,INR
1718264960,TXID-10286,ACC-20006,3312.40,USD
1718264961,TXID-10287,ACC-20007,132.82,INR
1718264962,TXID-10288,ACC-20008,4816.81,USD
1718264963,TXID-10289,ACC-20009,1049.89,INR
1718264964,TXID-10290,ACC-20000,770.34,USD
1718264965,TXID-10291,ACC-20001,1809.84,INR
1718264966,TXID-10292,ACC-20002,4353.16,USD
1718264967,TXID-10293,ACC-20003,3044.21,INR
1718264968,TXID-10294,ACC-20004,4409.75,USD
1718264969,TXID-10295,ACC-20005,3073.23,INR
1718264970,TXID-10296,ACC-20006,980.99,USD
1718264971,TXID-10297,ACC-20007,2421.44,INR
1718264972,TXID-10298,ACC-20008,2436.27,USD
1718264973,TXID-10299,ACC-20009,2442.54,INR
1718264974,TXID-10300,ACC-20000,4042.78,USD
1718264975,TXID-10301,ACC-20001,4218.22,INR
1718264976,TXID-10302,ACC-20002,3967.20,USD
1718264977,TXID-10303,ACC-20003,2869.24,INR
1718264978,TXID-10304,ACC-20004,3171.50,USD
1718264979,TXID-10305,ACC-20005,3412.96,INR
1718264980,TXID-10306,ACC-20006,105.20,USD
1718264981,TXID-10307,ACC-20007,3146.50,INR
1718264982,TXID-10308,ACC-20008,1843.42,USD
1718264983,TXID-10309,ACC-20009,4708.13,INR
1718264984,TXID-10310,ACC-20000,1186.60,USD
1718264985,TXID-10311,ACC-20001,4313.10,INR
1718264986,TXID-10312,ACC-20002,2763.21,USD
1718264987,TXID-10313,ACC-20003,4809.19,INR
1718264988,TXID-10314,ACC-20004,3910.86,USD
1718264989,TXID-10315,ACC-20005,3274.96,INR
1718264990,TXID-10316,ACC-20006,2427.59,USD
1718264991,TXID-10317,ACC-20007,9.40,INR
1718264992,TXID-10318,ACC-20008,3072.57,USD
1718264993,TXID-10319,ACC-20009,1496.72,INR
1718264994,TXID-10320,ACC-20000,2489.70,USD
1718264995,TXID-10321,ACC-20001,4372.52,INR
1718264996,TXID-10322,ACC-20002,1230.26,USD
1718264997,TXID-10323,ACC-20003,3518.89,INR
1718264998,TXID-10324,ACC-20004,1498.16,USD
1718264999,TXID-10325,ACC-20005,3837.36,INR
1718265000,TXID-10326,ACC-20006,3980.15,USD
1718265001,TXID-10327,ACC-20007,1939.99,INR
1718265002,TXID-10328,ACC-20008,388.99,USD
1718265003,TXID-10329,ACC-20009,693.13,INR
1718265004,TXID-10330,ACC-20000,4365.45,USD
1718265005,TXID-10331,ACC-20001,2697.03,INR
1718265006,TXID-10332,ACC-20002,3122.06,USD
1718265007,TXID-10333,ACC-20003,1284.16,INR
1718265008,TXID-10334,ACC-20004,3206.79,USD
1718265009,TXID-10335,ACC-20005,3041.28,INR
1718265010,TXID-10336,ACC-20006,3594.39,USD
1718265011,TXID-10337,ACC-20007,1825.76,INR
1718265012,TXID-10338,ACC-20008,1086.83,USD
1718265013,TXID-10339,ACC-20009,3019.60,INR
1718265014,TXID-10340,ACC-20000,594.23,USD
1718265015,TXID-10341,ACC-20001,4567.45,INR
1718265016,TXID-10342,ACC-20002,3108.59,USD
1718265017,TXID-10343,ACC-20003,4686.57,INR
1718265018,TXID-10344,ACC-20004,26.42,USD
1718265019,TXID-10345,ACC-20005,724.87,INR
1718265020,TXID-10346,ACC-20006,4061.45,USD
1718265021,TXID-10347,ACC-20007,715.30,INR
1718265022,TXID-10348,ACC-20008,1453.49,USD
1718265023,TXID-10349,ACC-20009,308.90,INR
1718265024,TXID-10350,ACC-20000,196.19,USD
1718265025,TXID-10351,ACC-20001,632.47,INR
1718265026,TXID-10352,ACC-20002,3656.67,USD
1718265027,TXID-10353,ACC-20003,1600.29,INR
1718265028,TXID-10354,ACC-20004,851.35,USD
1718265029,TXID-10355,ACC-20005,4507.64,INR
1718265030,TXID-10356,ACC-20006,3999.25,USD
1718265031,TXID-10357,ACC-20007,4349.37,INR
1718265032,TXID-10358,ACC-20008,1293.56,USD
1718265033,TXID-10359,ACC-20009,2342.08,INR
1718265034,TXID-10360,ACC-20000,4816.01,USD
1718265035,TXID-10361,ACC-20001,2820.80,INR
1718265036,TXID-10362,ACC-20002,3322.11,USD
1718265037,TXID-10363,ACC-20003,866.70,INR
1718265038,TXID-10364,ACC-20004,1850.13,USD
1718265039,TXID-10365,ACC-20005,4902.11,INR
1718265040,TXID-10366,ACC-20006,759.54,USD
1718265041,TXID-10367,ACC-20007,1455.33,INR
1718265042,TXID-10368,ACC-20008,2379.13,USD
1718265043,TXID-10369,ACC-20009,2676.35,INR
1718265044,TXID-10370,ACC-20000,1960.57,USD
1718265045,TXID-10371,ACC-20001,3924.61,INR
1718265046,TXID-10372,ACC-20002,3931.90,USD
1718265047,TXID-10373,ACC-20003,4363.97,INR
1718265048,TXID-10374,ACC-20004,878.62,USD
1718265049,TXID-10375,ACC-20005,1888.01,INR
1718265050,TXID-10376,ACC-20006,106.14,USD
1718265051,TXID-10377,ACC-20007,2681.15,INR
1718265052,TXID-10378,ACC-20008,393.20,USD
1718265053,TXID-10379,ACC-20009,3052.97,INR
1718265054,TXID-10380,ACC-20000,1218.86,USD
1718265055,TXID-10381,ACC-20001,1770.84,INR
1718265056,TXID-10382,ACC-20002,2437.18,USD
1718265057,TXID-10383,ACC-20003,3591.82,INR
1718265058,TXID-10384,ACC-20004,579.22,USD
1718265059,TXID-10385,ACC-20005,2464.89,INR
1718265060,TXID-10386,ACC-20006,4974.92,USD
1718265061,TXID-10387,ACC-20007,1382.82,INR
1718265062,TXID-10388,ACC-20008,3999.63,USD
1718265063,TXID-10389,ACC-20009,1232.18,INR
1718265064,TXID-10390,ACC-20000,692.27,USD
1718265065,TXID-10391,ACC-20001,3958.59,INR
1718265066,TXID-10392,ACC-20002,128.02,USD
1718265067,TXID-10393,ACC-20003,821.56,INR
1718265068,TXID-10394,ACC-20004,2762.72,USD
1718265069,TXID-10395,ACC-20005,26.68,INR
1718265070,TXID-10396,ACC-20006,2548.73,USD
1718265071,TXID-10397,ACC-20007,1215.21,INR
1718265072,TXID-10398,ACC-20008,549.32,USD
1718265073,TXID-10399,ACC-20009,333.81,INR
1718265074,TXID-10400,ACC-20000,2057.24,USD
1718265075,TXID-10401,ACC-20001,2951.89,INR
1718265076,TXID-10402,ACC-20002,4871.73,USD
1718265077,TXID-10403,ACC-20003,2097.06,INR
1718265078,TXID-10404,ACC-20004,1596.74,USD
1718265079,TXID-10405,ACC-20005,3005.38,INR
1718265080,TXID-10406,ACC-20006,4085.93,USD
1718265081,TXID-10407,ACC-20007,3741.96,INR
1718265082,TXID-10408,ACC-20008,1070.09,USD
1718265083,TXID-10409,ACC-20009,2685.08,INR
1718265084,TXID-10410,ACC-20000,4777.36,USD
1718265085,TXID-10411,ACC-20001,825.92,INR
1718265086,TXID-10412,ACC-20002,276.83,USD
1718265087,TXID-10413,ACC-20003,2292.53,INR
1718265088,TXID-10414,ACC-20004,2968.64,USD
1718265089,TXID-10415,ACC-20005,4699.18,INR
1718265090,TXID-10416,ACC-20006,249.91,USD
1718265091,TXID-10417,ACC-20007,1229.08,INR
1718265092,TXID-10418,ACC-20008,4075.16,USD
1718265093,TXID-10419,ACC-20009,298.43,INR
1718265094,TXID-10420,ACC-20000,3942.93,USD
1718265095,TXID-10421,ACC-20001,767.46,INR
1718265096,TXID-10422,ACC-20002,3285.41,USD
1718265097,TXID-10423,ACC-20003,3397.59,INR
1718265098,TXID-10424,ACC-20004,3116.98,USD
1718265099,TXID-10425,ACC-20005,1452.61,INR
1718265100,TXID-10426,ACC-20006,3302.84,USD
1718265101,TXID-10427,ACC-20007,3806.28,INR
1718265102,TXID-10428,ACC-20008,4876.73,USD
1718265103,TXID-10429,ACC-20009,800.07,INR
1718265104,TXID-10430,ACC-20000,3729.18,USD
1718265105,TXID-10431,ACC-20001,3794.77,INR
1718265106,TXID-10432,ACC-20002,4826.34,USD
1718265107,TXID-10433,ACC-20003,2592.79,INR
1718265108,TXID-10434,ACC-20004,1160.59,USD
1718265109,TXID-10435,ACC-20005,3880.14,INR
1718265110,TXID-10436,ACC-20006,3589.96,USD
1718265111,TXID-10437,ACC-20007,3415.73,INR
1718265112,TXID-10438,ACC-20008,613.52,USD
1718265113,TXID-10439,ACC-20009,2853.43,INR
1718265114,TXID-10440,ACC-20000,1868.79,USD
1718265115,TXID-10441,ACC-20001,3082.18,INR
1718265116,TXID-10442,ACC-20002,4749.62,USD
1718265117,TXID-10443,ACC-20003,3260.68,INR
1718265118,TXID-10444,ACC-20004,3376.99,USD
1718265119,TXID-10445,ACC-20005,102.13,INR
1718265120,TXID-10446,ACC-20006,3354.54,USD
1718265121,TXID-10447,ACC-20007,3756.57,INR
1718265122,TXID-10448,ACC-20008,158.49,USD
1718265123,TXID-10449,ACC-20009,4124.45,INR
1718265124,TXID-10450,ACC-20000,4136.65,USD
1718265125,TXID-10451,ACC-20001,4627.43,INR
1718265126,TXID-10452,ACC-20002,3986.32,USD
1718265127,TXID-10453,ACC-20003,3114.37,INR
1718265128,TXID-10454,ACC-20004,1185.67,USD
1718265129,TXID-10455,ACC-20005,3102.34,INR
1718265130,TXID-10456,ACC-20006,3834.75,USD
1718265131,TXID-10457,ACC-20007,3129.79,INR
1718265132,TXID-10458,ACC-20008,780.10,USD
1718265133,TXID-10459,ACC-20009,2122.58,INR
1718265134,TXID-10460,ACC-20000,4535.32,USD
1718265135,TXID-10461,ACC-20001,607.70,INR
1718265136,TXID-10462,ACC-20002,368.10,USD
1718265137,TXID-10463,ACC-20003,1836.18,INR
1718265138,TXID-10464,ACC-20004,754.01,USD
1718265139,TXID-10465,ACC-20005,272.03,INR
1718265140,TXID-10466,ACC-20006,4040.49,USD
1718265141,TXID-10467,ACC-20007,4572.59,INR
1718265142,TXID-10468,ACC-20008,2556.54,USD
1718265143,TXID-10469,ACC-20009,1717.14,INR
1718265144,TXID-10470,ACC-20000,898.62,USD
1718265145,TXID-10471,ACC-20001,2068.73,INR
1718265146,TXID-10472,ACC-20002,4272.94,USD
1718265147,TXID-10473,ACC-20003,343.71,INR
1718265148,TXID-10474,ACC-20004,865.07,USD
1718265149,TXID-10475,ACC-20005,2493.34,INR
1718265150,TXID-10476,ACC-20006,4895.79,USD
1718265151,TXID-10477,ACC-20007,3490.98,INR
1718265152,TXID-10478,ACC-20008,4000.03,USD
1718265153,TXID-10479,ACC-20009,3536.09,INR
1718265154,TXID-10480,ACC-20000,2662.00,USD
1718265155,TXID-10481,ACC-20001,4146.13,INR
1718265156,TXID-10482,ACC-20002,4580.52,USD
1718265157,TXID-10483,ACC-20003,2122.14,INR
1718265158,TXID-10484,ACC-20004,1703.57,USD
1718265159,TXID-10485,ACC-20005,4360.51,INR
1718265160,TXID-10486,ACC-20006,4440.75,USD
1718265161,TXID-10487,ACC-20007,678.60,INR
1718265162,TXID-10488,ACC-20008,422.96,USD
1718265163,TXID-10489,ACC-20009,2639.82,INR
1718265164,TXID-10490,ACC-20000,747.29,USD
1718265165,TXID-10491,ACC-20001,3504.37,INR
1718265166,TXID-10492,ACC-20002,3008.77,USD
1718265167,TXID-10493,ACC-20003,1235.66,INR
1718265168,TXID-10494,ACC-20004,2483.52,USD
1718265169,TXID-10495,ACC-20005,3414.28,INR
1718265170,TXID-10496,ACC-20006,4068.82,USD
1718265171,TXID-10497,ACC-20007,2409.03,INR
1718265172,TXID-10498,ACC-20008,4063.73,USD
1718265173,TXID-10499,ACC-20009,4232.52,INR
1718265174,TXID-10500,ACC-20000,2303.84,USD
1718265175,TXID-10501,ACC-20001,4541.13,INR
1718265176,TXID-10502,ACC-20002,1348.91,USD
1718265177,TXID-10503,ACC-20003,232.92,INR
1718265178,TXID-10504,ACC-20004,141.49,USD
1718265179,TXID-10505,ACC-20005,2417.39,INR
1718265180,TXID-10506,ACC-20006,1625.51,USD
1718265181,TXID-10507,ACC-20007,2428.63,INR
1718265182,TXID-10508,ACC-20008,4221.88,USD
1718265183,TXID-10509,ACC-20009,4825.53,INR
1718265184,TXID-10510,ACC-20000,1481.17,USD
1718265185,TXID-10511,ACC-20001,3994.22,INR
1718265186,TXID-10512,ACC-20002,4183.82,USD
1718265187,TXID-10513,ACC-20003,649.17,INR
1718265188,TXID-10514,ACC-20004,3391.58,USD
1718265189,TXID-10515,ACC-20005,3028.77,INR
1718265190,TXID-10516,ACC-20006,3682.20,USD
1718265191,TXID-10517,ACC-20007,4645.27,INR
1718265192,TXID-10518,ACC-20008,1567.45,USD
1718265193,TXID-10519,ACC-20009,1543.18,INR
1718265194,TXID-10520,ACC-20000,2443.19,USD
